title,platform,release_date,meta_score,user_score,esrb_rating,developers,genres
Baten Kaitos Origins,GameCube,2006-09-25,75.0,8.4,T,"['Monolith Soft', ' Namco Bandai Games']","['Role-Playing', 'Console-style RPG']"
Battalion Wars 2,Wii,2007-10-29,75.0,7.8,T,['Kuju Entertainment'],"['Strategy', 'Real-Time', 'Military', 'Military', 'Tactics']"
Bonsai Barber,Wii,2009-03-30,75.0,7.0,E,['Zoonami Ltd.'],"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual', 'Virtual Life']"
Chibi-Robo!,GameCube,2006-02-06,75.0,8.7,E10+,['Skip Ltd.'],"['Action Adventure', 'Fantasy']"
Dragon Ball: Xenoverse 2,Nintendo Switch,2017-09-22,75.0,7.6,T,['Dimps Corporation'],"['Action', 'Fighting', '3D']"
Fire Emblem: Three Houses - Side Story: Cindered Shadows,Nintendo Switch,2020-02-13,75.0,7.6,T,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
Inazuma Eleven Go: Shadow,Nintendo 3DS,2014-06-13,75.0,7.1,,['Level 5'],"['Sports', 'Traditional', 'Soccer', 'Arcade']"
Mario Kart Live: Home Circuit,Nintendo Switch,2020-10-16,75.0,7.3,E,"['Nintendo', ' Velan Studios']","['Racing', 'Arcade', 'Automobile']"
Mario Tennis Aces,Nintendo Switch,2018-06-22,75.0,7.1,E,['Camelot Software Planning'],"['Sports', 'Individual', 'Tennis']"
Paper Mario: Sticker Star,Nintendo 3DS,2012-11-11,75.0,5.5,E,['Intelligent Systems'],"['Action Adventure', 'General', 'Fantasy', 'Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Japanese-Style']"
Pokemon Picross,Nintendo 3DS,2015-12-03,75.0,7.5,E,"['Nintendo', ' Jupiter Corporation']","['Miscellaneous', 'General', 'Puzzle', 'Logic']"
Pokemon Sword / Shield: The Crown Tundra,Nintendo Switch,2020-10-22,75.0,7.4,,['Game Freak'],"['Role-Playing', 'Trainer']"
Super Mario Bros. 35,Nintendo Switch,2020-10-01,75.0,7.5,,['Nintendo'],"['Action', 'Platformer', '2D']"
Super Princess Peach,Nintendo DS,2006-02-27,75.0,7.8,E,['TOSE'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
The Legendary Starfy,Nintendo DS,2009-06-07,75.0,8.4,E,['TOSE'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
The Stretchers,Nintendo Switch,2019-11-08,75.0,7.2,E,['Tarsier Studios'],"['Action', 'General']"
Big Brain Academy,Nintendo DS,2006-06-05,74.0,7.5,E,['Nintendo'],"['Miscellaneous', 'Edutainment', 'Edutainment']"
Classic NES Series: Castlevania,Game Boy Advance,2004-10-25,74.0,8.7,E,['Konami'],"['Action', 'Platformer', '2D']"
Custom Robo Arena,Nintendo DS,2007-03-19,74.0,8.3,E10+,['Noise Inc.'],"['Action', 'Fighting', 'Fighting', '3D', '3D']"
Dr. Mario / Puzzle League,Game Boy Advance,2005-11-28,74.0,7.8,E,['Intelligent Systems'],"['Miscellaneous', 'Puzzle', 'Matching']"
Fire Emblem Warriors,Nintendo Switch,2017-10-20,74.0,7.9,T,['Omega Force'],"['Action', ""Beat-'Em-Up"", '3D']"
Inazuma Eleven,Nintendo DS,2011-08-26,74.0,7.9,E,['Level 5'],"['Sports', 'Traditional', 'Soccer', 'Arcade']"
Inazuma Eleven 2: Blizzard,Nintendo DS,2012-03-16,74.0,8.3,,['Level 5'],"['Sports', 'General']"
Inazuma Eleven 2: Firestorm,Nintendo DS,2012-03-16,74.0,8.2,,['Level 5'],"['Sports', 'General']"
Inazuma Eleven Go: Light,Nintendo 3DS,2014-06-13,74.0,7.6,,['Level 5'],"['Sports', 'Traditional', 'Soccer', 'Arcade']"
Luigi's Mansion,Nintendo 3DS,2018-10-12,74.0,8.1,E,"['Nintendo', ' GREZZO']","['Action Adventure', 'General']"
Mario Party 3,Nintendo 64,2001-05-06,74.0,8.1,E,['Hudson'],"['Miscellaneous', 'Party']"
Pinball Pulse: The Ancients Beckon,Nintendo DS,2009-10-12,74.0,,E,['Fuse Games Limited'],"['Action', 'Miscellaneous', 'Parlor', 'Pinball', 'Pinball']"
Pokemon Trozei!,Nintendo DS,2006-03-06,74.0,7.3,E,['Genius Sonority Inc.'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'Puzzle', 'Matching', 'Matching']"
Rusty's Real Deal Baseball,Nintendo 3DS,2014-04-03,74.0,7.7,E,['Nintendo'],"['Action', 'General']"
Sakura Samurai: Art of the Sword,Nintendo 3DS,2012-02-02,74.0,7.3,T,['Grounding Inc.'],"['Action', 'General', 'General']"
Spin Six,Nintendo DS,2010-06-21,74.0,,E,['Zener Works'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'Puzzle', 'Matching', 'Matching']"
Star Fox Guard,Wii U,2016-04-22,74.0,7.3,E10+,"['Nintendo', ' PlatinumGames']","['Action', 'First-Person', 'Sci-Fi', 'Shooter', 'Strategy', 'Real-Time', 'Defense']"
Super Kirby Clash,Nintendo Switch,2019-09-04,74.0,7.4,E,"['Nintendo', ' HAL Labs']","['Action', 'General']"
Tetris Axis,Nintendo 3DS,2011-10-02,74.0,7.1,E,['Hudson Soft'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'Stacking', 'Stacking']"
1080: Avalanche,GameCube,2003-12-01,73.0,8.0,E,['Nintendo'],"['Sports', 'Alternative', 'Snowboarding']"
Animal Crossing: City Folk,Wii,2008-11-16,73.0,7.8,E,['Nintendo'],"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual', 'Virtual Life']"
Art Style: CUBELLO,Wii,2008-10-13,73.0,7.6,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
Classic NES Series: Zelda II: The Adventure of Link,Game Boy Advance,2004-10-25,73.0,7.4,E,['Nintendo'],"['Role-Playing', 'Action RPG']"
Disney Magical World 2,Nintendo 3DS,2016-10-14,73.0,5.5,E,['Bandai Namco Games'],"['Simulation', 'Virtual', 'Virtual Life']"
Fantasy Life,Nintendo 3DS,2014-10-24,73.0,8.4,E10+,"['Level 5', ' Brownie Brown']","['Role-Playing', 'General']"
HarmoKnight,Nintendo 3DS,2013-03-28,73.0,7.5,E,['Game Freak'],"['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']"
Kirby Star Allies,Nintendo Switch,2018-03-16,73.0,7.5,E10+,['HAL Labs'],"['Action', 'Platformer', '2D']"
Kirby and the Rainbow Curse,Wii U,2015-02-20,73.0,8.0,E,['HAL Labs'],"['Action', 'Platformer', '2D']"
LBX: Little Battlers eXperience,Nintendo 3DS,2015-08-21,73.0,7.4,E10+,['Level 5'],"['Action', 'Role-Playing', 'General', 'Action RPG']"
Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy - Deluxe Edition,Nintendo Switch,2019-11-08,73.0,7.2,E10+,['Level 5'],"['Puzzle', 'General']"
Link 'n' Launch,Nintendo DS,2010-02-08,73.0,,E,['Intelligent Systems'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
Mario Party 9,Wii,2012-03-11,73.0,6.9,E,['Nd Cube'],"['Miscellaneous', 'Party', 'Party', 'Party / Minigame']"
Marvel Ultimate Alliance 3: The Black Order,Nintendo Switch,2019-07-19,73.0,7.3,T,['Team Ninja'],"['Role-Playing', 'Action RPG']"
NES Remix 2,Wii U,2014-04-25,73.0,8.0,E,['indieszero'],"['Miscellaneous', 'General']"
Pokemon Colosseum,GameCube,2004-03-22,73.0,7.9,E,['Genius Sonority Inc.'],"['Role-Playing', 'Console-style RPG']"
Polarium,Nintendo DS,2005-04-18,73.0,8.4,,,
Puzzle & Dragons Z + Puzzle & Dragons: Super Mario Bros. Edition,Nintendo 3DS,2015-05-22,73.0,7.6,E,['GungHo'],"['Miscellaneous', 'Compilation']"
Style Savvy,Nintendo DS,2009-11-02,73.0,8.0,E,['syn Sophia'],"['Simulation', 'General', 'General', 'Virtual', 'Career']"
Super Mario Maker for Nintendo 3DS,Nintendo 3DS,2016-12-02,73.0,6.4,E,['Nintendo'],"['Action', 'Platformer', '2D']"
The Legend of Zelda: Tri Force Heroes,Nintendo 3DS,2015-10-23,73.0,7.5,E,['Nintendo'],"['Action Adventure', 'Open-World']"
ThruSpace,Wii,2010-10-18,73.0,8.7,E,['Keys Factory'],"['Miscellaneous', 'Puzzle', 'Action', 'Puzzle', 'Puzzle', 'Action']"
WarioWare D.I.Y. Showcase,Wii,2010-03-29,73.0,8.4,E,['Intelligent Systems'],"['Miscellaneous', 'Party', 'Party', 'Party / Minigame']"
Yo-kai Watch 2: Psychic Specters,Nintendo 3DS,2017-09-29,73.0,8.2,E10+,['Level 5'],"['Role-Playing', 'Trainer']"
Yoshi Touch & Go,Nintendo DS,2005-03-14,73.0,7.0,E,['Nintendo'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
Disney Art Academy,Nintendo 3DS,2016-05-13,72.0,7.1,E,['Headstrong Games'],"['Miscellaneous', 'Edutainment', 'Application']"
Dr. Mario Online RX,Wii,2008-05-26,72.0,8.2,E,"['Arika', ' Nintendo']","['Miscellaneous', 'Puzzle', 'Puzzle', 'Puzzle', 'Matching', 'Matching']"
Endless Ocean,Wii,2008-01-21,72.0,8.2,E,['Arika'],"['Adventure', 'General', 'General', '3D', 'Third-Person']"
Excite Truck,Wii,2006-11-19,72.0,8.4,E,['Monster Games Inc.'],"['Driving', 'Racing', 'Arcade', 'Arcade', 'Automobile']"
Hamtaro: Ham Ham Heartbreak,Game Boy Advance,2003-04-08,72.0,8.8,E,['Pax Softonica'],"['Action', 'General']"
Inazuma Eleven 3: Bomb Blast,Nintendo 3DS,2013-09-27,72.0,7.8,,['Level 5'],"['Sports', 'Traditional', 'Soccer', 'Arcade']"
Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy,Nintendo 3DS,2017-10-06,72.0,6.7,E10+,['Level 5'],"['Puzzle', 'General']"
Mario Party DS,Nintendo DS,2007-11-19,72.0,7.9,E,['Hudson Soft'],"['Miscellaneous', 'Party', 'Party', 'Party / Minigame']"
Rock N' Roll Climber,Wii,2009-08-10,72.0,,E,['Vitei'],"['Action', 'General', 'General']"
Sword of Mana,Game Boy Advance,2003-12-01,72.0,8.4,E,['Brownie Brown'],"['Role-Playing', 'Action RPG']"
Wii Fit U,Wii U,2013-11-01,72.0,7.7,E,['Nintendo'],"['Sports', 'Miscellaneous', 'General', 'Exercise / Fitness']"
Yo-kai Watch 2: Bony Spirits,Nintendo 3DS,2016-09-30,72.0,7.8,E10+,['Level 5'],"['Role-Playing', 'Trainer']"
Bird & Beans,Nintendo DS,2009-04-05,71.0,7.5,E,['Nintendo'],"['Action', 'General', 'General', 'Arcade']"
Cubivore: Survival of the Fittest,GameCube,2002-11-05,71.0,8.4,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'General']"
Detective Pikachu,Nintendo 3DS,2018-03-23,71.0,7.4,E,['Creatures Inc.'],"['Adventure', '3D', 'Third-Person']"
Disney Magical World,Nintendo 3DS,2014-04-11,71.0,7.4,E,['h.a.n.d. Inc.'],"['Simulation', 'Miscellaneous', 'General', 'Virtual', 'Virtual Life']"
Dr. Mario 64,Nintendo 64,2001-04-08,71.0,7.5,E,['Newcom'],"['Miscellaneous', 'Puzzle', 'Matching']"
Electroplankton,Nintendo DS,2006-01-09,71.0,7.0,,,
Game & Watch Gallery 4,Game Boy Advance,2002-10-28,71.0,8.1,E,['Nintendo'],"['Miscellaneous', 'Compilation']"
Kirby: Squeak Squad,Nintendo DS,2006-12-04,71.0,7.9,E,"['Flagship', ' HAL Labs']","['Action', 'Platformer', 'Platformer', '2D', '2D']"
Mario Party 6,GameCube,2004-12-06,71.0,8.0,E,['Hudson Soft'],"['Miscellaneous', 'Party']"
Mickey's Speedway USA,Nintendo 64,2000-11-13,71.0,7.2,E,['Rare Ltd.'],"['Driving', 'Racing', 'Kart']"
NBA Courtside 2002,GameCube,2002-01-13,71.0,7.3,E,['Left Field Productions'],"['Sports', 'Traditional', 'Basketball', 'Sim']"
NES Remix,Wii U,2013-12-18,71.0,7.2,E,['indieszero'],"['Miscellaneous', 'General']"
Nintendo Labo: Toycon 04 VR Kit,Nintendo Switch,2019-05-12,71.0,6.5,E10+,['Nintendo'],"['Action', 'General']"
Nintendogs + Cats: French Bulldog & New Friends,Nintendo 3DS,2011-03-27,71.0,7.1,E,['Nintendo'],"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual Life', 'Virtual', 'Pet']"
Nintendogs + Cats: Golden Retriever & New Friends,Nintendo 3DS,2011-03-27,71.0,7.2,E,['Nintendo'],"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual Life', 'Virtual', 'Pet']"
Nintendogs + Cats: Toy Poodle & New Friends,Nintendo 3DS,2011-03-27,71.0,7.1,E,['Nintendo'],"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual Life', 'Virtual', 'Pet']"
Pilotwings Resort,Nintendo 3DS,2011-03-27,71.0,7.2,E,['Monster Games Inc.'],"['Simulation', 'Flight', 'Civilian Plane', 'Civilian Plane', 'Civilian']"
Tomodachi Life,Nintendo 3DS,2014-06-06,71.0,7.7,E,['Nintendo'],"['Simulation', 'Miscellaneous', 'General', 'Virtual', 'Virtual Life']"
Wario World,GameCube,2003-06-24,71.0,7.5,E,['Treasure'],"['Action', 'Platformer', '3D']"
100 Classic Books,Nintendo DS,2010-06-14,70.0,6.2,,['Genius Sonority Inc.'],"['Miscellaneous', 'General', 'Application']"
Art Academy: SketchPad,Wii U,2013-08-09,70.0,6.4,E,['Headstrong Games'],"['Miscellaneous', 'General', 'General', 'Application']"
Art Style: AQUIA,Nintendo DS,2009-04-05,70.0,7.3,E,['Skip Ltd.'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
Art Style: ROTOHEX,Wii,2008-10-27,70.0,,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
DK: King of Swing,Game Boy Advance,2005-09-19,70.0,5.0,E,['Paon Corporation'],"['Action', 'Platformer', '2D']"
Disney's Magical Quest,Game Boy Advance,2002-08-13,70.0,,E,['Sun-Tec'],"['Action', 'Platformer', '2D']"
Excitebike: World Rally,Wii,2009-11-09,70.0,7.5,E,['Monster Games Inc.'],"['Driving', 'Racing', 'Arcade', 'Motorcycle', 'Other', 'Motocross', 'Motocross']"
Fossil Fighters,Nintendo DS,2009-08-10,70.0,8.4,E,['RED Entertainment'],"['Role-Playing', 'General', 'General']"
Hyrule Warriors Legends,Nintendo 3DS,2016-03-25,70.0,7.4,T,['Omega Force'],"['Action', ""Beat-'Em-Up"", '3D']"
Inazuma Eleven 3: Lightning Bolt,Nintendo 3DS,2013-09-27,70.0,7.2,,['Level 5'],"['Sports', 'Traditional', 'Soccer', 'Arcade']"
Inazuma Eleven 3: Team Ogre Attacks!,Nintendo 3DS,2014-02-14,70.0,7.3,,['Level 5'],"['Sports', 'Traditional', 'Soccer', 'Arcade']"
Magnetica Twist,Wii,2008-06-30,70.0,8.0,E,['Mitchell'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'Matching', 'General']"
Mario & Sonic at the Olympic Games,Nintendo DS,2008-01-22,70.0,7.2,E,"['Sega', ' Nintendo', ' Sega Sports R&D']","['Sports', 'Olympic Sports', 'Olympic Sports', 'Individual', 'Athletics']"
Mario Party 4,GameCube,2002-10-21,70.0,7.6,,,
Mario vs. Donkey Kong: Tipping Stars,Wii U,2015-03-05,70.0,7.5,E,"['Nintendo', ' Nintendo Software Technology']","['Puzzle', 'Action', 'Platformer', '2D']"
Mario vs. Donkey Kong: Tipping Stars,Nintendo 3DS,2015-03-05,70.0,7.4,E,"['Nintendo', ' Nintendo Software Technology']","['Puzzle', 'Action', 'Platformer', '2D']"
Photo Dojo,Nintendo DS,2010-05-10,70.0,7.2,E10+,['Nintendo'],"['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '2D']"
Pokemon Battle Trozei,Nintendo 3DS,2014-03-20,70.0,7.3,E,['Genius Sonority Inc.'],"['Miscellaneous', 'Puzzle', 'Matching']"
Sine Mora EX,Nintendo Switch,2017-08-08,70.0,7.3,M,['Grasshopper Manufacture'],"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']"
Steel Diver: Sub Wars,Nintendo 3DS,2014-02-13,70.0,7.6,E10+,['Nintendo'],"['Simulation', 'Submarine', 'Marine', 'Combat']"
Super Mario All-Stars: 25th Anniversary Edition,Wii,2010-12-12,70.0,7.7,E,['Nintendo'],"['Miscellaneous', 'Compilation', 'Compilation']"
Trace Memory,Nintendo DS,2005-09-27,70.0,8.2,T,['Cing'],"['Adventure', 'General', 'General', 'Point-and-Click']"
Yo-kai Watch 2: Fleshy Souls,Nintendo 3DS,2016-09-30,70.0,7.7,E10+,['Level 5'],"['Role-Playing', 'Trainer']"
Brain Age Express: Math,Nintendo DS,2009-04-05,69.0,,E,['Nintendo'],"['Miscellaneous', 'Edutainment', 'Edutainment']"
Brain Age: Concentration Training,Nintendo 3DS,2013-02-10,69.0,7.3,E,['Nintendo'],"['Edutainment', 'Miscellaneous', 'Edutainment']"
Code Name: S.T.E.A.M.,Nintendo 3DS,2015-03-13,69.0,7.8,,,
Daemon X Machina,Nintendo Switch,2019-09-13,69.0,7.3,T,"['First Studio', ' Marvelous First Studio']","['Simulation', 'Vehicle', 'Combat']"
Dance Dance Revolution: Mario Mix,GameCube,2005-10-24,69.0,7.9,E,['Hudson'],"['Miscellaneous', 'Rhythm', 'Dancing']"
Dillon's Dead-Heat Breakers,Nintendo 3DS,2018-05-24,69.0,7.6,E10+,"['Nintendo', ' Vanpool']","['Action', 'General']"
Disaster: Day of Crisis,Wii,,69.0,8.8,,['Monolith Soft'],"['Action', 'General']"
Donkey Konga 2,GameCube,2005-05-09,69.0,6.4,T,['Namco'],"['Miscellaneous', 'Rhythm', 'Music']"
Dr. Mario: Miracle Cure,Nintendo 3DS,2015-06-11,69.0,6.8,E,['Nintendo'],"['Puzzle', 'Stacking']"
Fire Emblem Warriors,Nintendo 3DS,2017-10-20,69.0,8.0,T,['Omega Force'],"['Action', ""Beat-'Em-Up"", '3D']"
Glory of Heracles,Nintendo DS,2010-01-18,69.0,7.4,E10+,['Paon Corporation'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Japanese-Style']"
Hey! Pikmin,Nintendo 3DS,2017-07-28,69.0,6.8,E10+,"['Nintendo', ' Arzest']","['Action', 'Platformer', '2D']"
Kirby's Blowout Blast,Nintendo 3DS,2017-07-06,69.0,7.1,E,"['Nintendo', ' HAL Labs']","['Action', 'General']"
Magical Starsign,Nintendo DS,2006-10-23,69.0,8.1,E,['Brownie Brown'],"['Role-Playing', 'General', 'Console-style RPG', 'Console-style RPG', 'Japanese-Style']"
Mario Hoops: 3 on 3,Nintendo DS,2006-09-11,69.0,7.7,E,['Square Enix'],"['Sports', 'Traditional', 'Team', 'Basketball', 'Arcade', 'Arcade']"
Mario Party 5,GameCube,2003-11-10,69.0,8.0,E,['Hudson'],"['Miscellaneous', 'Party']"
Mario Super Sluggers,Wii,2008-08-25,69.0,7.8,E,['Namco Bandai Games'],"['Sports', 'Traditional', 'Team', 'Baseball', 'Arcade', 'Arcade']"
Mario Tennis Open,Nintendo 3DS,2012-05-20,69.0,6.9,E,['Camelot Software Planning'],"['Sports', 'Traditional', 'Individual', 'Tennis', 'Tennis']"
Master of Illusion,Nintendo DS,2007-11-26,69.0,,E,"['Eighting', ' Tenyo']","['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'Application', 'General']"
Ninja Gaiden 3: Razor's Edge,Wii U,2012-11-18,69.0,7.5,M,['Team Ninja'],"['Action', 'Action Adventure', 'Platformer', 'General', 'Platformer', '3D', '3D']"
Nintendo Labo: Toycon 03 Vehicle Kit,Nintendo Switch,2018-09-14,69.0,7.2,E,['Nintendo'],"['Miscellaneous', 'Party / Minigame']"
Personal Trainer: Walking,Nintendo DS,2009-05-26,69.0,8.3,E,['Nintendo'],"['Miscellaneous', 'General', 'Exercise / Fitness']"
Pokedex 3D,Nintendo 3DS,2011-06-06,69.0,6.6,E,['Creatures Inc.'],"['Miscellaneous', 'General', 'General', 'Application']"
Pokemon Ranger,Nintendo DS,2006-10-30,69.0,7.4,E,['HAL Labs'],"['Role-Playing', 'Action RPG', 'Action RPG']"
Pokemon Super Mystery Dungeon,Nintendo 3DS,2015-11-20,69.0,8.3,E,"['Spike Chunsoft Co. Ltd.', ' Spike Chunsoft']","['Role-Playing', 'Roguelike']"
Pokemon Sword / Shield: The Isle of Armor,Nintendo Switch,2020-06-17,69.0,5.3,E,['Game Freak'],"['Role-Playing', 'Trainer']"
Star Fox Zero,Wii U,2016-04-22,69.0,7.4,E10+,['PlatinumGames'],"['Action', 'Third-Person', 'Shooter', 'Modern', 'Rail', 'Simulation', 'Space', 'Combat']"
Ultimate NES Remix,Nintendo 3DS,2014-11-07,69.0,7.7,E,['indieszero'],"['Miscellaneous', 'General']"
3D Classics: TwinBee,Nintendo 3DS,2011-09-22,68.0,7.3,E,['Arika'],"['Action', 'Shooter', 'Shooter', 'Scrolling', 'Scrolling', ""Shoot-'Em-Up"", 'Vertical']"
Art Style: Rotozoa,Wii,2010-06-21,68.0,,E,['Skip Ltd.'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
Big Brain Academy: Wii Degree,Wii,2007-06-11,68.0,7.0,E,['Nintendo'],"['Miscellaneous', 'Edutainment', 'Edutainment']"
Dillon's Rolling Western: The Last Ranger,Nintendo 3DS,2013-04-11,68.0,7.0,E10+,['Vanpool'],"['Action', 'General', 'General']"
Fortune Street,Wii,2011-12-05,68.0,7.5,E,['Marvelous AQL'],"['Miscellaneous', 'Board Games', 'Board Games', 'Board / Card Game']"
